consult_id,customer_id,customer_id_raw,unit_id,unit_id_raw,consultant,channel,consult_date,duration_min,duration_flag,outcome,notes,orphan
CS01192,C00330,C00330,U0183,U0183,김서준,방문,2024-06-06,,비정상(0이하),보류,층향 재문의,
CS01193,C00427,C00427,U0166,U0166,장채원,전화,2026-01-14,15,,계약희망,,
CS01194,C00379,C00379,U0161,U0161,김서준,SNS,2025-01-13,,비정상(0이하),보류,타 단지와 비교 중,
CS01195,C00343,C00343,U0032,U0032,김서준,전화,2026-03-03,20,,거절,현장 방문 예약,
CS01196,C00475,C00475,U0022,U0022,전동현,전화,2024-10-10,30,,보류,계약금 조율 필요,
CS01197,C00314,C00314,U0063,U0063,임동현,방문,2026-10-23,20,,재상담예정,특약사항 확인 요청,
CS01198,C00259,C00259,U0129,U0129,장은서,전화,2025-10-07,20,,계약희망,가족과 상의 후 재연락,
CS01199,C00537,C00537,U0146,U0146,전동현,방문,2025-04-17,20,,계약희망,현장 방문 예약,
CS01200,C00327,C00327,U0110,U0110,안시윤,방문,2024-07-15,30,,재상담예정,타 단지와 비교 중,
CS01201,C00179,C00179,U0089,U0089,김서준,전화,2024-08-27,60,,재상담예정,전세 대비 비교 요청,
CS01202,C00192,C00192,U0067,U0067,홍태윤,온라인,2026-05-19,90,,계약희망,잔금 일정 문의,
CS01203,C00114,C00114,U0006,U0006,김서준,온라인,2026-03-11,10,,재상담예정,특약사항 확인 요청,
CS01204,C00363,C00363,U0086,U0086,홍태윤,방문,2024-11-02,90,,재상담예정,타 단지와 비교 중,
CS01205,C00086,C00086,U0190,U0190,임동현,전화,2024-10-15,240,이상치(장시간),거절,타 단지와 비교 중,
CS01206,C00529,C00529,U0029,U0029,홍태윤,SNS,2026-06-01,20,,재상담예정,계약금 조율 필요,
CS01207,C00129,C00129,U0177,U0177,한지민,전화,2026-11-24,10,,계약희망,계약금 조율 필요,
CS01208,C00183,C00183,U0134,U0134,임동현,SNS,2026-01-15,10,,계약희망,타 단지와 비교 중,
CS01209,C00035,C00035,U0143,U0143,홍태윤,전화,2024-04-07,,비정상(0이하),거절,특약사항 확인 요청,
CS01210,C00274,C00274,U0102,U0102,임동현,전화,2026-08-01,90,,보류,층향 재문의,
CS01211,C00425,C00425,U0029,U0029,조도윤,전화,2024-03-01,10,,거절,타 단지와 비교 중,
CS01212,C00395,C00395,U0198,U0198,김서준,방문,2026-04-07,30,,재상담예정,가격 재문의,
CS01213,C00102,C00102,U0177,U0177,임동현,전화,2025-08-24,15,,거절,전세 대비 비교 요청,
CS01214,C00418,C00418,U0154,U0154,장채원,전화,2026-06-14,45,,보류,잔금 일정 문의,
CS01215,C00286,C00286,U0024,U0024,서주원,방문,2024-06-02,10,,거절,현장 방문 예약,
CS01216,C00318,C00318,U0202,U0202,조도윤,전화,2026-12-23,10,,계약희망,전세 대비 비교 요청,
CS01217,C00295,C00295,U0164,U0164,서주원,전화,2025-01-09,30,,계약희망,특약사항 확인 요청,
CS01218,C00365,C00365,U0214,U0214,한지민,SNS,2026-11-21,15,,재상담예정,특약사항 확인 요청,
CS01219,C00297,C00297,U0051,U0051,조도윤,전화,2026-01-04,90,,재상담예정,대출 상담 필요,
CS01220,C00531,C00531,U0116,U0116,홍태윤,방문,2024-02-20,10,,계약희망,현장 방문 예약,
CS01221,C00485,C00485,U0144,U0144,김서준,방문,2024-08-23,15,,재상담예정,현장 방문 예약,
CS01222,C00383,C00383,U0029,U0029,장은서,전화,2026-08-27,90,,계약희망,가족과 상의 후 재연락,
CS01223,C00343,C00343,U0017,U0017,안시윤,SNS,2024-12-11,10,,거절,특약사항 확인 요청,
CS01224,C00215,C00215,U0090,U0090,안시윤,SNS,2025-12-05,,비정상(0이하),보류,가족과 상의 후 재연락,
CS01225,C00204,C00204,U0198,U0198,김서준,온라인,2024-05-06,90,,재상담예정,특약사항 확인 요청,
CS01226,C00152,C00152,U0175,U0175,장은서,SNS,2025-07-14,,비정상(0이하),계약희망,타 단지와 비교 중,
CS01227,C00167,C00167,U0041,U0041,김서준,SNS,2025-03-16,90,,계약희망,,
CS01228,C00096,C00096,U0182,U0182,안시윤,전화,2025-03-28,,비정상(0이하),보류,가격 재문의,
CS01229,C00431,C00431,U0049,U0049,홍태윤,전화,2024-09-19,,비정상(0이하),보류,층향 재문의,
CS01230,C00206,C00206,U0204,U0204,서주원,전화,2025-12-25,15,,재상담예정,,
CS01231,C00422,C00422,,U9977,홍태윤,방문,2024-01-15,15,,거절,타 단지와 비교 중,unit
CS01232,C00592,C00592,U0075,U0075,장은서,방문,2026-01-12,,비정상(0이하),재상담예정,대출 상담 필요,
CS01233,C00169,C00169,U0122,U0122,안시윤,전화,2025-12-20,90,,재상담예정,현장 방문 예약,
CS01234,C00263,C00263,U0157,U0157,임동현,전화,2025-09-28,30,,계약희망,가격 재문의,
CS01235,C00219,C00219,U0039,U0039,안시윤,SNS,2025-03-22,90,,계약희망,가족과 상의 후 재연락,
CS01236,C00188,C00188,U0023,U0023,장은서,전화,2025-04-20,10,,거절,계약금 조율 필요,
CS01237,C00541,C00541,U0196,U0196,서주원,전화,2025-11-19,15,,계약희망,가격 재문의,
CS01238,C00162,C00162,U0213,U0213,전동현,온라인,2025-01-01,,비정상(0이하),계약희망,전세 대비 비교 요청,
CS01239,C00355,C00355,U0217,U0217,임동현,SNS,2025-10-15,,비정상(0이하),계약희망,층향 재문의,
CS01240,C00477,C00477,U0023,U0023,장은서,방문,2024-05-19,90,,재상담예정,가족과 상의 후 재연락,
CS01241,C00548,C00548,U0163,U0163,홍태윤,전화,2025-11-27,30,,계약희망,계약금 조율 필요,
CS01242,C00021,C00021,U0105,U0105,김서준,전화,2024-09-05,45,,계약희망,타 단지와 비교 중,
CS01243,C00342,C00342,,U9904,전동현,전화,2026-12-22,20,,계약희망,잔금 일정 문의,unit
CS01244,C00381,C00381,U0082,U0082,한지민,SNS,2024-09-25,60,,재상담예정,대출 상담 필요,
CS01245,C00526,C00526,U0052,U0052,임동현,전화,2026-12-24,30,,보류,현장 방문 예약,
CS01246,C00181,C00181,U0214,U0214,전동현,전화,2024-02-02,10,,계약희망,전세 대비 비교 요청,
CS01247,C00091,C00091,U0114,U0114,조도윤,전화,2026-01-26,45,,보류,특약사항 확인 요청,
CS01248,C00503,C00503,U0140,U0140,장채원,SNS,2026-03-20,10,,보류,,
CS01249,C00558,C00558,U0023,U0023,전동현,방문,2025-07-06,,비정상(0이하),재상담예정,층향 재문의,
CS01250,C00282,C00282,U0195,U0195,전동현,전화,2025-12-09,,비정상(0이하),보류,대출 상담 필요,
CS01251,C00300,C00300,U0090,U0090,전동현,전화,2024-11-25,30,,보류,전세 대비 비교 요청,
CS01252,C00014,C00014,U0075,U0075,한지민,온라인,2024-09-19,15,,계약희망,가족과 상의 후 재연락,
CS01253,C00402,C00402,U0188,U0188,김서준,방문,2026-01-25,15,,계약희망,층향 재문의,
CS01254,C00216,C00216,U0033,U0033,김서준,전화,2026-04-14,30,,재상담예정,,
CS01255,C00005,C00005,U0103,U0103,김서준,방문,2024-03-14,90,,계약희망,가격 재문의,
CS01256,C00399,C00399,U0050,U0050,홍태윤,온라인,2025-02-13,60,,계약희망,,
CS01257,C00576,C00576,U0001,U0001,장채원,방문,2026-10-08,60,,계약희망,계약금 조율 필요,
CS01258,C00238,C00238,U0112,U0112,전동현,SNS,2026-08-13,45,,거절,추가 자료 요청,
CS01259,,C99030,U0019,U0019,서주원,전화,2025-02-25,,비정상(0이하),계약희망,전세 대비 비교 요청,customer
CS01260,C00147,C00147,U0211,U0211,조도윤,방문,2025-07-12,15,,거절,층향 재문의,
CS01261,C00330,C00330,U0167,U0167,홍태윤,전화,2024-01-23,240,이상치(장시간),보류,층향 재문의,
CS01262,C00079,C00079,U0126,U0126,전동현,온라인,2025-01-21,30,,계약희망,대출 상담 필요,
CS01263,C00505,C00505,U0039,U0039,김서준,전화,2024-02-21,,비정상(0이하),보류,전세 대비 비교 요청,
CS01264,C00050,C00050,U0165,U0165,임동현,전화,2024-03-06,30,,계약희망,,
CS01265,,C99172,,U9963,한지민,온라인,2026-04-01,20,,재상담예정,타 단지와 비교 중,"customer,unit"
CS01266,C00013,C00013,U0147,U0147,전동현,전화,2024-08-26,45,,계약희망,,
CS01267,C00240,C00240,U0170,U0170,한지민,전화,2025-07-22,,비정상(0이하),계약희망,계약금 조율 필요,
CS01268,C00355,C00355,U0078,U0078,서주원,전화,2025-04-09,60,,재상담예정,층향 재문의,
CS01269,C00380,C00380,U0108,U0108,조도윤,SNS,2026-04-22,45,,계약희망,추가 자료 요청,
CS01270,C00499,C00499,U0091,U0091,장은서,SNS,2025-11-06,90,,재상담예정,잔금 일정 문의,
CS01271,C00597,C00597,,U9984,장은서,전화,2025-08-12,,비정상(0이하),계약희망,잔금 일정 문의,unit
CS01272,C00541,C00541,U0167,U0167,한지민,SNS,2026-09-07,45,,재상담예정,전세 대비 비교 요청,
CS01273,C00516,C00516,U0009,U0009,안시윤,전화,2026-05-11,10,,계약희망,잔금 일정 문의,
CS01274,C00526,C00526,U0188,U0188,홍태윤,SNS,2024-08-07,45,,재상담예정,계약금 조율 필요,
CS01275,C00484,C00484,U0126,U0126,전동현,SNS,2026-06-09,60,,계약희망,대출 상담 필요,
CS01276,C00066,C00066,U0144,U0144,전동현,전화,2024-06-02,20,,계약희망,,
CS01277,C00175,C00175,U0025,U0025,장은서,전화,2025-04-03,20,,보류,가족과 상의 후 재연락,
CS01278,C00233,C00233,U0214,U0214,서주원,온라인,2024-02-26,15,,계약희망,가격 재문의,
CS01279,C00480,C00480,U0043,U0043,홍태윤,전화,2024-08-27,45,,재상담예정,타 단지와 비교 중,
CS01280,C00145,C00145,U0014,U0014,조도윤,전화,2025-04-17,30,,거절,대출 상담 필요,
CS01281,C00013,C00013,U0111,U0111,임동현,전화,2026-11-03,240,이상치(장시간),거절,특약사항 확인 요청,
CS01282,C00141,C00141,U0176,U0176,홍태윤,방문,2025-12-02,90,,재상담예정,계약금 조율 필요,
CS01283,C00354,C00354,U0065,U0065,장은서,전화,2024-02-22,60,,보류,현장 방문 예약,
CS01284,C00164,C00164,U0045,U0045,서주원,방문,2024-09-09,,비정상(0이하),계약희망,전세 대비 비교 요청,
CS01285,C00286,C00286,U0109,U0109,임동현,전화,2024-10-27,90,,보류,전세 대비 비교 요청,
CS01286,C00181,C00181,U0019,U0019,전동현,전화,2025-01-10,60,,계약희망,층향 재문의,
CS01287,C00495,C00495,U0033,U0033,임동현,방문,2026-12-14,,비정상(0이하),보류,잔금 일정 문의,
CS01288,C00499,C00499,U0136,U0136,안시윤,방문,2026-01-10,,비정상(0이하),보류,가격 재문의,
CS01289,C00346,C00346,U0209,U0209,조도윤,온라인,2025-06-02,20,,보류,대출 상담 필요,
CS01290,C00009,C00009,U0121,U0121,홍태윤,방문,2025-08-13,,비정상(0이하),거절,전세 대비 비교 요청,
CS01291,C00568,C00568,U0161,U0161,한지민,SNS,2024-09-28,30,,계약희망,특약사항 확인 요청,
CS01292,C00513,C00513,U0022,U0022,장채원,방문,2026-11-28,20,,계약희망,특약사항 확인 요청,
CS01293,C00190,C00190,U0175,U0175,김서준,전화,2026-08-20,20,,재상담예정,가족과 상의 후 재연락,
CS01294,C00005,C00005,U0216,U0216,조도윤,방문,2026-10-03,10,,보류,타 단지와 비교 중,
CS01295,C00287,C00287,U0064,U0064,장은서,전화,2024-06-15,30,,계약희망,가격 재문의,
CS01296,C00436,C00436,U0132,U0132,안시윤,방문,2025-01-15,45,,보류,가격 재문의,
CS01297,C00433,C00433,,U9922,조도윤,SNS,2024-03-25,90,,계약희망,전세 대비 비교 요청,unit
CS01298,C00079,C00079,U0191,U0191,장채원,전화,2026-06-02,20,,재상담예정,현장 방문 예약,
CS01299,C00359,C00359,U0200,U0200,한지민,전화,2024-10-25,30,,재상담예정,,
CS01300,C00109,C00109,U0018,U0018,조도윤,방문,2026-03-08,90,,계약희망,,
CS01301,C00578,C00578,U0019,U0019,한지민,전화,2025-02-08,30,,거절,타 단지와 비교 중,
CS01302,,C99240,U0138,U0138,홍태윤,전화,2024-06-26,30,,보류,,customer
CS01303,C00319,C00319,U0173,U0173,임동현,전화,2024-12-25,90,,보류,층향 재문의,
CS01304,C00149,C00149,U0175,U0175,장채원,전화,2026-08-08,90,,계약희망,전세 대비 비교 요청,
CS01305,C00464,C00464,U0110,U0110,홍태윤,방문,2024-01-01,60,,계약희망,가격 재문의,
CS01306,C00402,C00402,U0117,U0117,전동현,전화,2024-05-18,60,,재상담예정,가격 재문의,
CS01307,C00467,C00467,U0196,U0196,한지민,전화,2026-02-20,45,,거절,현장 방문 예약,
CS01308,C00485,C00485,U0158,U0158,장채원,온라인,2025-07-27,15,,재상담예정,대출 상담 필요,
CS01309,C00473,C00473,U0188,U0188,조도윤,전화,2024-12-25,,비정상(0이하),재상담예정,가족과 상의 후 재연락,
CS01310,C00466,C00466,U0028,U0028,조도윤,SNS,2025-07-25,,비정상(0이하),거절,특약사항 확인 요청,
CS01311,C00109,C00109,U0026,U0026,전동현,온라인,2026-08-24,45,,보류,,
CS01312,C00162,C00162,U0018,U0018,김서준,SNS,2025-07-06,,비정상(0이하),계약희망,잔금 일정 문의,
CS01313,C00232,C00232,U0118,U0118,서주원,전화,2024-11-10,20,,보류,대출 상담 필요,
CS01314,C00434,C00434,U0137,U0137,전동현,전화,2024-07-09,,비정상(0이하),재상담예정,층향 재문의,
CS01315,C00149,C00149,U0131,U0131,조도윤,SNS,2024-04-13,,비정상(0이하),계약희망,가족과 상의 후 재연락,
CS01316,C00531,C00531,U0165,U0165,안시윤,온라인,2026-04-23,15,,보류,추가 자료 요청,
CS01317,C00281,C00281,U0165,U0165,임동현,전화,2024-07-11,240,이상치(장시간),계약희망,현장 방문 예약,
CS01318,C00346,C00346,U0021,U0021,한지민,방문,2024-03-17,20,,계약희망,대출 상담 필요,
CS01319,C00380,C00380,U0179,U0179,안시윤,방문,2025-11-02,,비정상(0이하),계약희망,,
CS01320,C00533,C00533,U0123,U0123,장채원,전화,2026-10-15,240,이상치(장시간),보류,대출 상담 필요,
CS01321,C00283,C00283,U0072,U0072,조도윤,방문,2025-06-14,60,,계약희망,,
CS01322,C00505,C00505,U0003,U0003,김서준,SNS,2025-04-21,60,,보류,대출 상담 필요,
CS01323,C00596,C00596,U0094,U0094,서주원,전화,2025-03-24,90,,계약희망,현장 방문 예약,
CS01324,C00340,C00340,U0144,U0144,조도윤,전화,2024-10-27,30,,보류,추가 자료 요청,
CS01325,C00359,C00359,U0054,U0054,장은서,전화,2024-08-03,90,,보류,대출 상담 필요,
CS01326,C00410,C00410,U0177,U0177,장채원,전화,2024-04-03,,비정상(0이하),계약희망,가격 재문의,
CS01327,C00248,C00248,U0214,U0214,안시윤,전화,2025-11-06,240,이상치(장시간),거절,층향 재문의,
CS01328,C00513,C00513,U0108,U0108,조도윤,방문,2024-11-20,240,이상치(장시간),보류,전세 대비 비교 요청,
CS01329,C00205,C00205,U0083,U0083,서주원,온라인,2025-02-15,45,,계약희망,,
CS01330,C00433,C00433,U0108,U0108,김서준,전화,2024-12-06,30,,재상담예정,가족과 상의 후 재연락,
CS01331,C00448,C00448,U0092,U0092,한지민,전화,2024-12-25,,비정상(0이하),재상담예정,가족과 상의 후 재연락,
CS01332,C00165,C00165,U0003,U0003,안시윤,전화,2025-10-13,,비정상(0이하),재상담예정,추가 자료 요청,
CS01333,C00464,C00464,U0202,U0202,전동현,온라인,2025-03-21,45,,재상담예정,계약금 조율 필요,
CS01334,C00147,C00147,U0195,U0195,서주원,SNS,2025-07-17,15,,재상담예정,가족과 상의 후 재연락,
CS01335,C00316,C00316,U0123,U0123,한지민,전화,2024-08-22,30,,보류,잔금 일정 문의,
CS01336,C00578,C00578,U0166,U0166,조도윤,SNS,2025-02-23,240,이상치(장시간),계약희망,현장 방문 예약,
CS01337,C00246,C00246,U0061,U0061,서주원,전화,2025-01-04,,비정상(0이하),보류,잔금 일정 문의,
CS01338,C00534,C00534,U0070,U0070,임동현,전화,2026-01-06,45,,거절,계약금 조율 필요,
CS01339,C00119,C00119,U0024,U0024,안시윤,전화,2026-09-14,15,,계약희망,전세 대비 비교 요청,
CS01340,C00494,C00494,U0080,U0080,서주원,SNS,2024-10-18,240,이상치(장시간),거절,잔금 일정 문의,
CS01341,C00077,C00077,U0084,U0084,조도윤,온라인,2026-11-20,10,,계약희망,,
CS01342,,C99204,U0082,U0082,장채원,온라인,2026-05-06,240,이상치(장시간),보류,계약금 조율 필요,customer
CS01343,C00279,C00279,U0111,U0111,장채원,전화,2025-10-06,20,,재상담예정,대출 상담 필요,
CS01344,C00011,C00011,U0214,U0214,장채원,SNS,2026-04-20,10,,거절,타 단지와 비교 중,
CS01345,C00350,C00350,U0220,U0220,조도윤,SNS,2024-07-14,20,,보류,가족과 상의 후 재연락,
CS01346,C00016,C00016,U0138,U0138,안시윤,방문,2024-05-07,,비정상(0이하),계약희망,현장 방문 예약,
CS01347,C00088,C00088,U0066,U0066,한지민,온라인,2026-07-25,60,,계약희망,타 단지와 비교 중,
CS01348,C00363,C00363,U0035,U0035,임동현,전화,2025-01-15,45,,계약희망,전세 대비 비교 요청,
CS01349,C00063,C00063,U0195,U0195,안시윤,전화,2026-09-26,240,이상치(장시간),재상담예정,,
CS01350,C00210,C00210,U0110,U0110,임동현,전화,2026-07-10,60,,재상담예정,현장 방문 예약,
CS01351,C00349,C00349,U0118,U0118,전동현,전화,2026-09-07,10,,계약희망,층향 재문의,
CS01352,C00213,C00213,U0071,U0071,김서준,전화,2026-12-20,90,,계약희망,층향 재문의,
CS01353,C00251,C00251,,U9989,김서준,전화,2024-08-23,10,,계약희망,계약금 조율 필요,unit
CS01354,C00273,C00273,U0195,U0195,서주원,전화,2026-05-26,,비정상(0이하),거절,현장 방문 예약,
CS01355,C00285,C00285,U0001,U0001,김서준,전화,2024-09-24,,비정상(0이하),재상담예정,계약금 조율 필요,
CS01356,C00501,C00501,U0186,U0186,안시윤,전화,2024-05-23,30,,거절,가격 재문의,
CS01357,C00151,C00151,U0005,U0005,임동현,방문,2025-07-28,240,이상치(장시간),계약희망,타 단지와 비교 중,
CS01358,C00085,C00085,U0204,U0204,장채원,온라인,2024-08-27,,비정상(0이하),재상담예정,대출 상담 필요,
CS01359,C00016,C00016,U0217,U0217,조도윤,전화,2024-11-28,30,,재상담예정,현장 방문 예약,
CS01360,C00445,C00445,U0213,U0213,조도윤,전화,2024-11-14,30,,재상담예정,층향 재문의,
CS01361,C00165,C00165,U0051,U0051,전동현,방문,2025-04-01,15,,보류,계약금 조율 필요,
CS01362,C00461,C00461,U0154,U0154,한지민,전화,2026-11-07,10,,재상담예정,계약금 조율 필요,
CS01363,C00057,C00057,U0195,U0195,홍태윤,전화,2024-07-11,90,,재상담예정,가족과 상의 후 재연락,
CS01364,C00289,C00289,U0073,U0073,장채원,전화,2026-05-13,,비정상(0이하),보류,가족과 상의 후 재연락,
CS01365,C00272,C00272,U0173,U0173,김서준,방문,2024-04-12,,비정상(0이하),계약희망,계약금 조율 필요,
CS01366,C00475,C00475,U0115,U0115,홍태윤,전화,2025-08-15,90,,재상담예정,가족과 상의 후 재연락,
CS01367,C00459,C00459,U0081,U0081,장은서,방문,2026-10-18,240,이상치(장시간),재상담예정,특약사항 확인 요청,
CS01368,C00582,C00582,U0074,U0074,홍태윤,전화,2025-09-23,60,,재상담예정,추가 자료 요청,
CS01369,C00591,C00591,U0212,U0212,김서준,방문,2024-08-13,,비정상(0이하),거절,타 단지와 비교 중,
CS01370,C00050,C00050,U0123,U0123,장은서,전화,2025-02-10,240,이상치(장시간),계약희망,특약사항 확인 요청,
CS01371,C00566,C00566,U0167,U0167,전동현,전화,2024-10-19,10,,거절,추가 자료 요청,
CS01372,C00054,C00054,U0096,U0096,한지민,전화,2026-09-05,30,,계약희망,특약사항 확인 요청,
CS01373,C00027,C00027,U0088,U0088,김서준,전화,2024-11-05,90,,계약희망,가격 재문의,
CS01374,C00229,C00229,U0219,U0219,임동현,전화,2026-02-03,10,,거절,현장 방문 예약,
CS01375,C00068,C00068,U0177,U0177,안시윤,방문,2026-10-19,90,,거절,층향 재문의,
CS01376,C00032,C00032,U0115,U0115,한지민,전화,2025-07-14,15,,재상담예정,대출 상담 필요,
CS01377,C00291,C00291,U0166,U0166,장은서,전화,2025-11-01,45,,재상담예정,층향 재문의,
CS01378,C00121,C00121,U0005,U0005,안시윤,전화,2026-03-12,90,,계약희망,대출 상담 필요,
CS01379,C00348,C00348,U0180,U0180,장채원,온라인,2024-01-24,20,,거절,가격 재문의,
CS01380,C00382,C00382,U0124,U0124,홍태윤,방문,2026-09-14,20,,거절,대출 상담 필요,
CS01381,C00081,C00081,U0137,U0137,장은서,SNS,2024-05-16,45,,계약희망,잔금 일정 문의,
CS01382,C00124,C00124,U0129,U0129,홍태윤,전화,2025-08-10,45,,거절,잔금 일정 문의,
CS01383,,C99918,U0192,U0192,장은서,SNS,2024-12-08,,비정상(0이하),계약희망,층향 재문의,customer
CS01384,C00145,C00145,U0128,U0128,안시윤,방문,2024-04-03,30,,보류,가격 재문의,
CS01385,C00081,C00081,U0096,U0096,안시윤,SNS,2025-06-18,15,,계약희망,층향 재문의,
CS01386,C00275,C00275,U0178,U0178,장채원,전화,2026-10-11,60,,계약희망,잔금 일정 문의,
CS01387,C00365,C00365,U0142,U0142,서주원,전화,2025-06-26,,비정상(0이하),계약희망,타 단지와 비교 중,
CS01388,C00032,C00032,U0219,U0219,서주원,전화,2024-05-18,240,이상치(장시간),보류,층향 재문의,
CS01389,C00046,C00046,U0099,U0099,한지민,온라인,2024-12-20,20,,거절,전세 대비 비교 요청,
CS01390,C00451,C00451,U0062,U0062,홍태윤,방문,2024-10-24,15,,보류,계약금 조율 필요,
CS01391,C00072,C00072,U0023,U0023,서주원,전화,2025-02-07,30,,거절,특약사항 확인 요청,
CS01392,C00516,C00516,U0017,U0017,한지민,전화,2024-04-02,45,,계약희망,대출 상담 필요,
CS01393,C00039,C00039,U0158,U0158,조도윤,전화,2026-07-12,240,이상치(장시간),거절,특약사항 확인 요청,
CS01394,C00178,C00178,U0215,U0215,안시윤,전화,2024-12-26,45,,보류,전세 대비 비교 요청,
CS01395,C00306,C00306,U0105,U0105,전동현,전화,2026-05-11,20,,계약희망,전세 대비 비교 요청,
CS01396,,C99995,U0027,U0027,장채원,방문,2026-07-21,90,,계약희망,,customer
CS01397,C00578,C00578,U0065,U0065,홍태윤,전화,2026-02-13,,비정상(0이하),보류,타 단지와 비교 중,
CS01398,C00256,C00256,U0128,U0128,장채원,전화,2026-07-06,90,,계약희망,층향 재문의,
CS01399,C00592,C00592,U0128,U0128,전동현,전화,2026-02-24,10,,보류,,
CS01400,C00297,C00297,U0195,U0195,홍태윤,온라인,2026-08-02,30,,재상담예정,잔금 일정 문의,
CS01401,C00152,C00152,U0127,U0127,서주원,온라인,2025-04-18,,비정상(0이하),계약희망,잔금 일정 문의,
CS01402,C00252,C00252,U0184,U0184,홍태윤,전화,2025-11-17,10,,계약희망,잔금 일정 문의,
CS01403,,C99810,U0213,U0213,한지민,방문,2024-07-26,60,,재상담예정,추가 자료 요청,customer
CS01404,C00441,C00441,U0011,U0011,조도윤,전화,2024-05-28,15,,거절,가족과 상의 후 재연락,
CS01405,C00295,C00295,U0100,U0100,임동현,방문,2025-07-26,20,,계약희망,계약금 조율 필요,
CS01406,C00041,C00041,U0179,U0179,서주원,SNS,2026-10-27,30,,계약희망,현장 방문 예약,
CS01407,C00239,C00239,U0036,U0036,조도윤,전화,2024-02-04,30,,재상담예정,전세 대비 비교 요청,
CS01408,C00240,C00240,U0115,U0115,임동현,전화,2024-10-20,10,,거절,층향 재문의,
CS01409,C00266,C00266,U0196,U0196,한지민,전화,2024-09-06,240,이상치(장시간),계약희망,잔금 일정 문의,
CS01410,C00591,C00591,U0188,U0188,홍태윤,SNS,2025-04-10,,비정상(0이하),계약희망,추가 자료 요청,
CS01411,C00435,C00435,U0164,U0164,홍태윤,전화,2026-06-24,30,,계약희망,잔금 일정 문의,
CS01412,C00291,C00291,U0104,U0104,안시윤,전화,2026-12-25,90,,보류,전세 대비 비교 요청,
CS01413,C00206,C00206,U0170,U0170,조도윤,온라인,2026-11-06,20,,계약희망,대출 상담 필요,
CS01414,C00421,C00421,U0063,U0063,안시윤,전화,2024-07-17,,비정상(0이하),거절,,
CS01415,C00027,C00027,U0105,U0105,한지민,전화,2026-01-20,90,,보류,계약금 조율 필요,
CS01416,C00522,C00522,U0148,U0148,서주원,SNS,2026-08-11,20,,보류,대출 상담 필요,
CS01417,C00465,C00465,U0089,U0089,조도윤,방문,2026-06-20,20,,재상담예정,잔금 일정 문의,
CS01418,C00298,C00298,U0017,U0017,김서준,방문,2025-09-13,20,,계약희망,추가 자료 요청,
CS01419,C00029,C00029,U0159,U0159,장채원,전화,2025-06-08,45,,거절,대출 상담 필요,
CS01420,C00141,C00141,U0112,U0112,조도윤,전화,2024-10-13,,비정상(0이하),계약희망,가격 재문의,
CS01421,C00080,C00080,U0090,U0090,김서준,SNS,2024-01-27,15,,계약희망,추가 자료 요청,
CS01422,C00108,C00108,U0167,U0167,조도윤,전화,2024-05-05,20,,보류,잔금 일정 문의,
CS01423,C00277,C00277,U0098,U0098,한지민,전화,2024-10-21,,비정상(0이하),계약희망,대출 상담 필요,
CS01424,C00092,C00092,,U9926,서주원,전화,2024-05-18,10,,재상담예정,추가 자료 요청,unit
CS01425,C00457,C00457,U0135,U0135,안시윤,전화,2026-08-04,60,,계약희망,특약사항 확인 요청,
CS01426,C00323,C00323,U0101,U0101,김서준,온라인,2025-08-28,45,,계약희망,,
CS01427,C00491,C00491,U0102,U0102,서주원,온라인,2025-10-19,15,,거절,현장 방문 예약,
CS01428,C00481,C00481,U0175,U0175,홍태윤,방문,2026-06-24,10,,거절,특약사항 확인 요청,
CS01429,C00471,C00471,U0006,U0006,조도윤,온라인,2025-06-28,60,,재상담예정,타 단지와 비교 중,
CS01430,C00207,C00207,U0156,U0156,한지민,전화,2025-11-17,45,,계약희망,가격 재문의,
CS01431,C00468,C00468,U0022,U0022,장채원,방문,2026-12-19,15,,거절,특약사항 확인 요청,
CS01432,C00162,C00162,U0174,U0174,장채원,온라인,2025-02-26,45,,계약희망,현장 방문 예약,
CS01433,C00348,C00348,U0046,U0046,장채원,방문,2026-04-17,60,,재상담예정,현장 방문 예약,
CS01434,C00057,C00057,U0082,U0082,안시윤,전화,2024-08-01,60,,거절,,
CS01435,C00556,C00556,U0079,U0079,서주원,전화,2025-09-16,,비정상(0이하),계약희망,타 단지와 비교 중,
CS01436,C00081,C00081,U0213,U0213,임동현,전화,2026-01-16,90,,거절,가족과 상의 후 재연락,
CS01437,C00474,C00474,U0120,U0120,서주원,전화,2024-11-02,15,,재상담예정,계약금 조율 필요,
CS01438,C00499,C00499,U0158,U0158,조도윤,방문,2024-11-03,45,,거절,계약금 조율 필요,
CS01439,C00455,C00455,U0066,U0066,한지민,방문,2025-05-21,,비정상(0이하),거절,,
CS01440,C00504,C00504,U0159,U0159,조도윤,전화,2024-04-28,20,,거절,층향 재문의,
CS01441,C00290,C00290,U0173,U0173,한지민,방문,2025-08-24,240,이상치(장시간),계약희망,대출 상담 필요,
CS01442,C00435,C00435,U0040,U0040,임동현,전화,2026-05-21,15,,거절,계약금 조율 필요,
CS01443,C00098,C00098,U0120,U0120,한지민,방문,2025-10-15,15,,재상담예정,추가 자료 요청,
CS01444,C00246,C00246,U0032,U0032,전동현,SNS,2026-06-19,60,,거절,특약사항 확인 요청,
CS01445,C00486,C00486,,U9977,장은서,전화,2025-02-01,15,,계약희망,,unit
